,Code Postal,Ville,Pièces,Chambres,Superficie,Loyer
10426,92210,Saint-Cloud,5,2,94,2095
10427,92210,Saint-Cloud,5,3,92,3000
10428,92210,Saint-Cloud,6,4,161,3770
10429,92210,Saint-Cloud,4,2,90,1940
10430,92210,Saint-Cloud,3,2,"64,67",1500
10431,92210,Saint-Cloud,3,2,"68,7",1635
10432,92210,Saint-Cloud,3,2,"82,44",1995
10433,92210,Saint-Cloud,4,3,106,2730
10434,92210,Saint-Cloud,3,2,85,1680
10435,92210,Saint-Cloud,3,1,"68,5",1591
10436,92210,Saint-Cloud,5,3,113,3000
10437,92210,Saint-Cloud,3,2,"59,65",1322
10438,92210,Saint-Cloud,5,3,112,3000
10439,92210,Saint-Cloud,2,1,47,1500
10440,92210,Saint-Cloud,1,,33,930
10441,92210,Saint-Cloud,4,3,"94,05",2125
10442,92210,Saint-Cloud,3,2,122,2841
10443,92210,Saint-Cloud,2,1,"44,45",1355
10444,92210,Saint-Cloud,2,1,60,1550
10445,92210,Saint-Cloud,4,3,162,3999
10446,92210,Saint-Cloud,3,2,90,2720
10447,92210,Saint-Cloud,2,1,53,1500
10448,92210,Saint-Cloud,6,3,127,3345
10449,92210,Saint-Cloud,4,3,78,2029
10450,92210,Saint-Cloud,2,1,28,658
10451,92210,Saint-Cloud,2,1,"41,84",952
10452,92210,Saint-Cloud,2,1,43,983
10453,92210,Saint-Cloud,1,,"22,51",807
10454,92210,Saint-Cloud,3,2,72,1700
10455,92210,Saint-Cloud,4,2,"79,51",1800
10456,92210,Saint-Cloud,2,1,46,942
10457,92210,Saint-Cloud,1,,10,395
10458,92210,Saint-Cloud,1,,"25,44",770
10459,92210,Saint-Cloud,2,1,37,1050
10460,92210,Saint-Cloud,5,4,166,5000
10461,92210,Saint-Cloud,1,,9,470
10462,92210,Saint-Cloud,3,2,"76,5",1790
10463,92210,Saint-Cloud,2,1,"51,9",992
10464,92210,Saint-Cloud,1,,23,650
10465,92210,Saint-Cloud,1,,27,990
10466,92210,Saint-Cloud,1,,9,500
10467,92210,Saint-Cloud,2,1,"56,14",1250
10468,92210,Saint-Cloud,4,3,115,2325
10469,92220,Bagneux,1,,32,780
10470,92220,Bagneux,4,3,100,590
10471,92220,Bagneux,4,3,"88,13",1637
10472,92220,Bagneux,3,2,"59,8",1150
10473,92220,Bagneux,1,,18,570
10474,92220,Bagneux,4,3,73,1300
10475,92220,Bagneux,2,1,"27,75",815
10476,92220,Bagneux,4,3,"61,74",1300
10477,92220,Bagneux,3,2,51,990
10478,92220,Bagneux,3,2,"51,3",1029
10479,92220,Bagneux,2,1,"44,26",935
10480,92220,Bagneux,2,1,"31,7",805
10481,92220,Bagneux,1,,31,800
10482,92220,Bagneux,3,2,"52,24",1063
10483,92220,Bagneux,2,1,"40,64",958
10484,92220,Bagneux,1,,31,870
10485,92220,Bagneux,1,,"22,06",750
10486,92220,Bagneux,2,1,"34,94",758
10487,92220,Bagneux,2,1,"40,58",918
10488,92220,Bagneux,4,3,"89,6",1450
10489,92220,Bagneux,3,2,59,1163
10490,92220,Bagneux,4,3,73,1250
10491,92220,Bagneux,2,1,26,830
10492,92220,Bagneux,1,,34,885
10493,92220,Bagneux,2,1,"38,88",1090
10494,92220,Bagneux,2,1,52,930
10495,92220,Bagneux,5,4,"106,8",1598
10496,92220,Bagneux,3,2,69,1500
10497,92220,Bagneux,4,3,"96,58",1413
10498,92220,Bagneux,3,2,"76,89",1191
10499,92220,Bagneux,3,2,"73,94",1097
10500,92220,Bagneux,3,1,"56,65",1150
10501,92220,Bagneux,2,1,"55,78",972
10502,92220,Bagneux,2,1,"48,4",856
10503,92220,Bagneux,2,1,"48,4",856
10504,92220,Bagneux,3,2,"58,3",1182
10505,92220,Bagneux,3,2,71,1340
10506,92220,Bagneux,1,,24,650
10507,92220,Bagneux,4,3,"77,2",1307
10508,92220,Bagneux,2,1,"45,51",965
10509,92220,Bagneux,2,1,"45,51",955
10510,92220,Bagneux,2,1,"45,34",940
10511,92220,Bagneux,2,1,56,1478
10512,92220,Bagneux,2,1,44,1282
10513,92220,Bagneux,1,,"16,4",490
10514,92220,Bagneux,2,,1,950
10515,92220,Bagneux,3,2,"73,94",1123
10516,92220,Bagneux,4,3,50,1490
10517,92220,Bagneux,1,,23,629
10518,92240,Malakoff,2,1,36,1000
10519,92240,Malakoff,2,1,32,1190
10520,92240,Malakoff,3,2,79,1650
10521,92240,Malakoff,2,1,"37,2",1000
10522,92240,Malakoff,2,1,"38,92",964
10523,92240,Malakoff,2,1,"34,72",1150
10524,92240,Malakoff,3,2,"89,9",2135
10525,92240,Malakoff,3,2,48,1295
10526,92240,Malakoff,1,,18,980
10527,92240,Malakoff,4,2,"63,73",1376
10528,92240,Malakoff,2,1,"40,18",898
10529,92240,Malakoff,3,2,"60,96",1240
10530,92240,Malakoff,2,1,"31,76",930
10531,92240,Malakoff,1,,17,720
10532,92240,Malakoff,3,2,51,1430
10533,92240,Malakoff,4,3,78,1900
10534,92240,Malakoff,1,,"15,8",603
10535,92240,Malakoff,1,,17,742
10536,92240,Malakoff,2,1,"36,52",917
10537,92240,Malakoff,2,1,53,1550
10538,92240,Malakoff,2,1,28,759
10539,92240,Malakoff,1,,14,705
10540,92240,Malakoff,1,,"23,6",711
10541,92240,Malakoff,3,2,"60,96",1240
10542,92240,Malakoff,2,1,50,1400
10543,92240,Malakoff,3,2,"42,14",1200
10544,92240,Malakoff,5,4,97,1621
10545,92240,Malakoff,1,,22,860
10546,92240,Malakoff,2,1,"39,48",900
10547,92240,Malakoff,2,1,66,1240
10548,92240,Malakoff,1,,"14,65",565
10549,92240,Malakoff,2,1,32,883
10550,92240,Malakoff,2,1,35,1000
10551,92240,Malakoff,3,2,"50,4",1045
10552,92240,Malakoff,2,1,39,990
10553,92240,Malakoff,1,,27,870
10554,92240,Malakoff,2,1,33,830
10555,92240,Malakoff,1,,11,450
10556,92240,Malakoff,2,1,38,990
10557,92240,Malakoff,2,1,"34,68",791
10558,92240,Malakoff,1,,"24,28",658
10559,92240,Malakoff,1,,33,914
10560,92240,Malakoff,2,1,25,850
10561,92240,Malakoff,3,2,62,1209
10562,92240,Malakoff,1,,17,590
10563,92240,Malakoff,3,2,"58,44",1384
10564,92240,Malakoff,2,1,"40,57",999
10565,92240,Malakoff,2,1,"28,59",892
10566,92240,Malakoff,2,1,"24,42",745
10567,92240,Malakoff,2,1,33,1000
10568,92250,La Garenne-Colombes,2,1,"44,78",990
10569,92250,La Garenne-Colombes,3,2,"50,49",1306
10570,92250,La Garenne-Colombes,1,,24,614
10571,92250,La Garenne-Colombes,2,1,"43,81",944
10572,92250,La Garenne-Colombes,1,,15,710
10573,92250,La Garenne-Colombes,4,3,"90,3",1900
10574,92250,La Garenne-Colombes,2,1,45,1100
10575,92250,La Garenne-Colombes,2,1,43,954
10576,92250,La Garenne-Colombes,4,3,83,2390
10577,92250,La Garenne-Colombes,4,3,90,2812
10578,92250,La Garenne-Colombes,3,2,45,1210
10579,92250,La Garenne-Colombes,2,1,"40,54",793
10580,92250,La Garenne-Colombes,2,1,"33,5",895
10581,92250,La Garenne-Colombes,2,1,49,988
10582,92250,La Garenne-Colombes,1,,"26,08",780
10583,92250,La Garenne-Colombes,2,1,51,1450
10584,92250,La Garenne-Colombes,4,3,"117,64",3075
10585,92250,La Garenne-Colombes,2,1,36,1190
10586,92250,La Garenne-Colombes,4,3,83,2490
10587,92250,La Garenne-Colombes,3,2,68,1512
10588,92250,La Garenne-Colombes,2,1,28,998
10589,92250,La Garenne-Colombes,2,1,"39,2",903
10590,92250,La Garenne-Colombes,4,3,"117,64",3075
10591,92250,La Garenne-Colombes,1,,21,730
10592,92250,La Garenne-Colombes,1,,44,1100
10593,92250,La Garenne-Colombes,1,,29,900
10594,92250,La Garenne-Colombes,2,1,30,850
10595,92250,La Garenne-Colombes,1,,"20,23",790
10596,92250,La Garenne-Colombes,1,,"18,41",677
10597,92250,La Garenne-Colombes,1,,30,695
10598,92250,La Garenne-Colombes,2,1,"40,64",1170
10599,92250,La Garenne-Colombes,1,,23,681
10600,92250,La Garenne-Colombes,2,1,51,1195
10601,92250,La Garenne-Colombes,2,1,39,995
10602,92250,La Garenne-Colombes,2,1,"46,74",1230
10603,92250,La Garenne-Colombes,2,1,42,926
10604,92250,La Garenne-Colombes,1,,30,695
10605,92250,La Garenne-Colombes,2,1,"35,1",995
10606,92250,La Garenne-Colombes,3,2,40,1128
10607,92250,La Garenne-Colombes,2,1,"45,67",959
10608,92250,La Garenne-Colombes,1,,"14,5",530
10609,92250,La Garenne-Colombes,3,2,53,1465
10610,92250,La Garenne-Colombes,2,1,30,1200
10611,92250,La Garenne-Colombes,1,,15,660
10612,92250,La Garenne-Colombes,1,,"12,9",527
10613,92250,La Garenne-Colombes,2,1,"35,34",768
10614,92250,La Garenne-Colombes,2,1,"37,95",815
10615,92250,La Garenne-Colombes,2,1,"37,95",815
10616,92250,La Garenne-Colombes,1,,35,749
10617,92250,La Garenne-Colombes,2,1,"35,34",768
10618,92260,Fontenay-aux-Roses,3,2,53,1029
10619,92260,Fontenay-aux-Roses,3,2,"53,72",1059
10620,92260,Fontenay-aux-Roses,3,2,"56,93",1150
10621,92260,Fontenay-aux-Roses,2,1,47,1300
10622,92260,Fontenay-aux-Roses,2,1,"52,07",873
10623,92260,Fontenay-aux-Roses,5,3,110,1600
10624,92260,Fontenay-aux-Roses,3,2,54,1013
10625,92260,Fontenay-aux-Roses,4,2,64,1166
10626,92260,Fontenay-aux-Roses,2,1,53,994
10627,92260,Fontenay-aux-Roses,3,2,"74,81",1454
10628,92260,Fontenay-aux-Roses,1,,"37,02",830
10629,92260,Fontenay-aux-Roses,3,2,"62,27",1154
10630,92260,Fontenay-aux-Roses,2,1,50,1000
10631,92260,Fontenay-aux-Roses,4,3,60,1145
10632,92260,Fontenay-aux-Roses,2,1,35,768
10633,92260,Fontenay-aux-Roses,3,2,"62,84",1063
10634,92260,Fontenay-aux-Roses,3,2,"53,38",1006
10635,92260,Fontenay-aux-Roses,2,1,49,940
10636,92260,Fontenay-aux-Roses,1,,"25,5",669
10637,92260,Fontenay-aux-Roses,4,2,"70,4",1500
10638,92260,Fontenay-aux-Roses,1,,"18,48",626
10639,92260,Fontenay-aux-Roses,3,2,54,1014
10640,92260,Fontenay-aux-Roses,3,2,"53,32",1112
10641,92260,Fontenay-aux-Roses,4,3,"89,41",1551
10642,92260,Fontenay-aux-Roses,5,3,"121,03",1600
10643,92270,Bois-Colombes,2,1,48,1280
10644,92270,Bois-Colombes,3,2,50,1250
10645,92270,Bois-Colombes,1,,"36,02",800
10646,92270,Bois-Colombes,2,1,25,860
10647,92270,Bois-Colombes,4,3,84,2150
10648,92270,Bois-Colombes,4,3,84,2200
10649,92270,Bois-Colombes,2,1,"30,64",849
10650,92270,Bois-Colombes,3,2,55,1400
10651,92270,Bois-Colombes,1,,14,497
10652,92270,Bois-Colombes,4,3,84,2150
10653,92270,Bois-Colombes,3,2,57,1530
10654,92270,Bois-Colombes,3,1,63,1300
10655,92270,Bois-Colombes,1,,"24,55",589
10656,92270,Bois-Colombes,2,1,25,860
10657,92270,Bois-Colombes,2,1,40,915
10658,92270,Bois-Colombes,2,1,46,1169
10659,92270,Bois-Colombes,4,3,84,2200
10660,92270,Bois-Colombes,3,2,50,1300
10661,92270,Bois-Colombes,2,1,"23,19",920
10662,92270,Bois-Colombes,1,,"36,6",800
10663,92270,Bois-Colombes,2,1,"37,23",890
10664,92270,Bois-Colombes,1,,"27,6",769
10665,92270,Bois-Colombes,1,,31,790
10666,92270,Bois-Colombes,2,1,40,1075
10667,92270,Bois-Colombes,2,1,"27,29",820
10668,92270,Bois-Colombes,2,1,46,1400
10669,92270,Bois-Colombes,1,,22,770
10670,92270,Bois-Colombes,2,1,40,1075
10671,92270,Bois-Colombes,1,,"15,91",610
10672,92270,Bois-Colombes,1,,"33,24",720
10673,92270,Bois-Colombes,2,1,"36,31",930
10674,92270,Bois-Colombes,2,1,"36,31",930
10675,92270,Bois-Colombes,2,1,52,957
10676,92270,Bois-Colombes,4,3,90,1940
10677,92270,Bois-Colombes,1,,"17,34",445
10678,92270,Bois-Colombes,3,2,"40,85",840
10679,92270,Bois-Colombes,1,,15,610
10680,92270,Bois-Colombes,1,,"27,61",755
10681,92270,Bois-Colombes,1,,16,680
10682,92270,Bois-Colombes,1,,"21,39",685
10683,92270,Bois-Colombes,2,1,"39,91",1090
10684,92270,Bois-Colombes,3,2,"53,58",1300
10685,92270,Bois-Colombes,2,1,"29,29",815
10686,92270,Bois-Colombes,2,1,42,1050
10687,92270,Bois-Colombes,4,2,"62,82",1085
10688,92270,Bois-Colombes,3,2,"47,71",1200
10689,92270,Bois-Colombes,2,1,"47,05",1100
10690,92270,Bois-Colombes,1,,"16,04",678
10691,92270,Bois-Colombes,2,1,"41,26",1190
10692,92270,Bois-Colombes,2,1,"47,46",999
10693,92290,Châtenay-Malabry,1,,"29,9",790
10694,92290,Châtenay-Malabry,2,1,50,980
10695,92290,Châtenay-Malabry,2,1,40,850
10696,92290,Châtenay-Malabry,2,1,45,1200
10697,92290,Châtenay-Malabry,5,4,"111,85",2300
10698,92290,Châtenay-Malabry,3,2,"65,28",1376
10699,92290,Châtenay-Malabry,4,3,84,1367
10700,92290,Châtenay-Malabry,2,1,"42,45",943
10701,92290,Châtenay-Malabry,2,1,"39,51",884
10702,92290,Châtenay-Malabry,2,1,"46,42",916
10703,92290,Châtenay-Malabry,1,,11,455
10704,92290,Châtenay-Malabry,2,1,"37,37",980
10705,92290,Châtenay-Malabry,3,2,"59,28",1205
10706,92290,Châtenay-Malabry,1,,"31,8",808
10707,92290,Châtenay-Malabry,2,1,"46,88",998
10708,92290,Châtenay-Malabry,3,1,"59,47",1073
10709,92290,Châtenay-Malabry,1,,23,687
10710,92290,Châtenay-Malabry,2,1,"46,88",970
10711,92290,Châtenay-Malabry,2,1,"46,88",970
10712,92290,Châtenay-Malabry,3,2,"85,16",1680
10713,92290,Châtenay-Malabry,3,2,"81,94",1373
10714,92290,Châtenay-Malabry,3,2,64,1126
10715,92290,Châtenay-Malabry,3,2,"48,16",984
10716,92290,Châtenay-Malabry,2,1,44,901
10717,92290,Châtenay-Malabry,2,1,"64,62",1228
10718,92290,Châtenay-Malabry,3,2,"64,75",1240
10719,92290,Châtenay-Malabry,2,1,37,819
10720,92290,Châtenay-Malabry,2,1,"44,81",981
10721,92290,Châtenay-Malabry,6,4,170,4200
10722,92290,Châtenay-Malabry,4,2,79,1600
10723,92290,Châtenay-Malabry,1,,28,690
10724,92290,Châtenay-Malabry,2,,1,990
10725,92290,Châtenay-Malabry,3,2,"59,64",1054
10726,92290,Châtenay-Malabry,4,3,"70,19",1399
10727,92290,Châtenay-Malabry,2,1,"42,79",910
10728,92290,Châtenay-Malabry,2,1,"39,83",760
10729,92290,Châtenay-Malabry,1,,"27,33",679
10730,92290,Châtenay-Malabry,2,1,46,814
10731,92290,Châtenay-Malabry,2,1,"43,71",935
10732,92290,Châtenay-Malabry,1,,25,711
10733,92290,Châtenay-Malabry,1,,"21,18",650
10734,92290,Châtenay-Malabry,1,,"28,08",699
10735,92290,Châtenay-Malabry,2,1,"43,71",899
10736,92290,Châtenay-Malabry,2,1,"48,39",951
10737,92290,Châtenay-Malabry,3,,2,1060
10738,92290,Châtenay-Malabry,3,,2,1093
10739,92290,Châtenay-Malabry,1,,"16,39",590
10740,92290,Châtenay-Malabry,3,2,"52,25",1095
10741,92290,Châtenay-Malabry,2,1,"41,58",900
10742,92290,Châtenay-Malabry,1,,31,740
10743,92300,Levallois-Perret,2,1,47,1190
10744,92300,Levallois-Perret,3,2,"76,5",2311
10745,92300,Levallois-Perret,3,2,"73,3",2350
10746,92300,Levallois-Perret,2,1,"35,39",1000
10747,92300,Levallois-Perret,3,2,"57,69",1422
10748,92300,Levallois-Perret,3,2,65,2130
10749,92300,Levallois-Perret,1,,21,746
10750,92300,Levallois-Perret,4,3,87,2265
10751,92300,Levallois-Perret,3,2,64,2000
10752,92300,Levallois-Perret,1,,"29,5",980
10753,92300,Levallois-Perret,3,2,39,1300
10754,92300,Levallois-Perret,1,,20,811
10755,92300,Levallois-Perret,2,1,24,1175
10756,92300,Levallois-Perret,2,1,40,1400
10757,92300,Levallois-Perret,2,1,"37,63",1250
10758,92300,Levallois-Perret,2,1,29,1225
10759,92300,Levallois-Perret,2,1,"26,45",1150
10760,92300,Levallois-Perret,2,1,27,944
10761,92300,Levallois-Perret,2,1,"45,18",1319
10762,92300,Levallois-Perret,2,1,51,1830
10763,92300,Levallois-Perret,2,1,"59,9",2115
10764,92300,Levallois-Perret,3,2,"46,72",1450
10765,92300,Levallois-Perret,1,,"34,6",1078
10766,92300,Levallois-Perret,3,2,"61,56",2200
10767,92300,Levallois-Perret,2,1,"44,53",1283
10768,92300,Levallois-Perret,2,1,"29,5",1300
10769,92300,Levallois-Perret,2,1,"59,9",2115
10770,92300,Levallois-Perret,2,1,31,945
10771,92300,Levallois-Perret,3,2,"46,72",1450
10772,92300,Levallois-Perret,5,3,150,5250
10773,92300,Levallois-Perret,3,2,67,1874
10774,92300,Levallois-Perret,1,,12,602
10775,92300,Levallois-Perret,2,1,"52,48",1648
10776,92300,Levallois-Perret,2,1,35,1100
10777,92300,Levallois-Perret,3,2,60,1206
10778,92300,Levallois-Perret,1,,"25,03",933
10779,92300,Levallois-Perret,2,1,"38,6",1250
10780,92300,Levallois-Perret,2,1,"38,6",1191
10781,92300,Levallois-Perret,2,1,31,1350
10782,92300,Levallois-Perret,4,3,69,2220
10783,92300,Levallois-Perret,1,,20,884
10784,92300,Levallois-Perret,1,,36,1195
10785,92300,Levallois-Perret,2,1,44,1350
10786,92300,Levallois-Perret,2,1,"54,4",1390
10787,92300,Levallois-Perret,1,,20,771
10788,92300,Levallois-Perret,2,1,"38,55",1450
10789,92300,Levallois-Perret,3,1,51,1275
10790,92300,Levallois-Perret,1,,"19,59",740
10791,92300,Levallois-Perret,3,2,50,1490
10792,92300,Levallois-Perret,2,1,"29,5",1300
10793,92300,Levallois-Perret,2,1,45,1395
10794,92300,Levallois-Perret,2,1,57,1423
10795,92300,Levallois-Perret,2,1,"34,62",1250
10796,92300,Levallois-Perret,3,2,70,2300
10797,92300,Levallois-Perret,3,2,50,1490
10798,92300,Levallois-Perret,1,,"24,22",996
10799,92300,Levallois-Perret,3,2,"73,19",1795
10800,92300,Levallois-Perret,2,1,"38,41",1330
10801,92300,Levallois-Perret,1,,38,920
10802,92300,Levallois-Perret,2,1,34,1130
10803,92300,Levallois-Perret,3,2,"68,38",1324
10804,92300,Levallois-Perret,3,2,"68,15",1673
10805,92300,Levallois-Perret,2,1,"56,9",2115
10806,92300,Levallois-Perret,1,,30,890
10807,92300,Levallois-Perret,5,3,87,2400
10808,92300,Levallois-Perret,1,,22,995
10809,92300,Levallois-Perret,1,,"29,2",886
10810,92300,Levallois-Perret,2,1,"24,66",875
10811,92300,Levallois-Perret,2,1,34,1230
10812,92300,Levallois-Perret,1,,"26,5",880
10813,92300,Levallois-Perret,2,1,"39,55",1450
10814,92300,Levallois-Perret,2,1,31,1300
10815,92300,Levallois-Perret,3,2,45,1400
10816,92300,Levallois-Perret,3,2,"54,2",1890
10817,92300,Levallois-Perret,4,3,115,2900
10818,92300,Levallois-Perret,1,,"14,66",601
10819,92300,Levallois-Perret,3,2,"54,2",1890
10820,92300,Levallois-Perret,2,1,32,1250
10821,92300,Levallois-Perret,4,3,115,2900
10822,92300,Levallois-Perret,2,1,"45,07",1233
10823,92300,Levallois-Perret,2,1,42,1600
10824,92300,Levallois-Perret,2,1,45,1400
10825,92300,Levallois-Perret,2,1,31,950
10826,92300,Levallois-Perret,2,1,"36,79",1280
10827,92300,Levallois-Perret,2,1,37,1150
10828,92300,Levallois-Perret,3,2,"58,9",1457
10829,92300,Levallois-Perret,2,1,50,1495
10830,92300,Levallois-Perret,3,2,"43,55",1400
10831,92300,Levallois-Perret,4,3,"76,57",1596
10832,92300,Levallois-Perret,2,1,55,1344
10833,92300,Levallois-Perret,4,3,115,2900
10834,92300,Levallois-Perret,6,5,231,5630
10835,92300,Levallois-Perret,2,1,"37,33",1173
10836,92300,Levallois-Perret,2,1,60,1790
10837,92300,Levallois-Perret,2,1,"47,33",1500
10838,92300,Levallois-Perret,1,,19,575
10839,92300,Levallois-Perret,1,,23,850
10840,92300,Levallois-Perret,2,1,50,1425
10841,92300,Levallois-Perret,2,1,59,1440
10842,92300,Levallois-Perret,3,2,"56,05",1550
10843,92300,Levallois-Perret,1,,17,750
10844,92300,Levallois-Perret,2,1,37,1260
10845,92300,Levallois-Perret,2,1,34,1186
10846,92300,Levallois-Perret,2,1,"38,87",1035
10847,92300,Levallois-Perret,2,1,"39,45",1135
10848,92300,Levallois-Perret,3,,,1321
10849,92300,Levallois-Perret,1,,23,800
10850,92300,Levallois-Perret,2,1,40,1400
10851,92300,Levallois-Perret,2,1,"39,4",1500
10852,92300,Levallois-Perret,3,2,67,3000
10853,92300,Levallois-Perret,1,,24,1100
10854,92300,Levallois-Perret,2,1,50,1800
10855,92300,Levallois-Perret,2,1,"77,79",1890
10856,92300,Levallois-Perret,3,2,66,1920
10857,92300,Levallois-Perret,1,,12,650
10858,92300,Levallois-Perret,1,,"14,6",690
10859,92300,Levallois-Perret,2,1,"39,68",1040
10860,92300,Levallois-Perret,1,,"14,82",630
10861,92300,Levallois-Perret,2,1,50,1690
10862,92300,Levallois-Perret,3,2,"50,26",1450
10863,92300,Levallois-Perret,2,1,43,1155
10864,92300,Levallois-Perret,2,1,47,1408
10865,92300,Levallois-Perret,2,1,34,950
10866,92300,Levallois-Perret,2,1,35,1155
10867,92300,Levallois-Perret,1,,32,909
10868,92300,Levallois-Perret,1,,25,920
10869,92300,Levallois-Perret,1,,14,750
10870,92300,Levallois-Perret,1,,25,900
10871,92300,Levallois-Perret,1,,16,740
10872,92300,Levallois-Perret,2,1,"52,72",1443
10873,92300,Levallois-Perret,1,,"27,88",915
10874,92300,Levallois-Perret,2,1,36,1390
10875,92300,Levallois-Perret,2,1,35,1100
10876,92300,Levallois-Perret,2,1,"26,44",980
10877,92300,Levallois-Perret,2,1,24,950
10878,92300,Levallois-Perret,4,3,110,3750
10879,92300,Levallois-Perret,2,1,32,1195
10880,92300,Levallois-Perret,2,1,"36,2",990
10881,92300,Levallois-Perret,2,1,"29,9",1150
10882,92300,Levallois-Perret,4,2,"91,55",1881
10883,92300,Levallois-Perret,2,1,45,1490
10884,92300,Levallois-Perret,2,1,34,1295
10885,92300,Levallois-Perret,1,,"18,43",719
10886,92300,Levallois-Perret,1,,35,890
10887,92300,Levallois-Perret,1,,17,700
10888,92300,Levallois-Perret,2,1,30,1050
10889,92300,Levallois-Perret,2,1,"41,24",1122
10890,92300,Levallois-Perret,2,1,36,1390
10891,92300,Levallois-Perret,3,2,"50,33",1470
10892,92300,Levallois-Perret,3,,2,1834
10893,92300,Levallois-Perret,2,1,"49,2",1399
10894,92300,Levallois-Perret,2,1,44,1190
10895,92300,Levallois-Perret,4,,,2802
10896,92300,Levallois-Perret,5,3,120,3210
10897,92300,Levallois-Perret,2,1,22,1150
10898,92300,Levallois-Perret,2,1,36,1200
10899,92300,Levallois-Perret,2,1,47,1150
10900,92300,Levallois-Perret,1,,19,732
10901,92300,Levallois-Perret,1,,20,850
10902,92300,Levallois-Perret,1,,16,850
10903,92300,Levallois-Perret,1,,22,785
10904,92300,Levallois-Perret,2,1,30,1265
10905,92300,Levallois-Perret,1,,15,800
10906,92300,Levallois-Perret,1,,"20,48",700
10907,92300,Levallois-Perret,1,,"30,85",1002
10908,92300,Levallois-Perret,3,2,"48,03",1450
10909,92300,Levallois-Perret,1,,22,997
10910,92300,Levallois-Perret,2,1,"36,75",1041
10911,92300,Levallois-Perret,1,,20,910
10912,92300,Levallois-Perret,2,1,40,995
10913,92300,Levallois-Perret,3,2,"62,12",1967
10914,92300,Levallois-Perret,1,1,35,1205
10915,92300,Levallois-Perret,1,,19,795
10916,92300,Levallois-Perret,2,1,37,1300
10917,92300,Levallois-Perret,1,,"19,45",695
10918,92300,Levallois-Perret,2,,"28,95",908
10919,92300,Levallois-Perret,2,1,"21,75",778
10920,92300,Levallois-Perret,1,,"23,07",750
10921,92300,Levallois-Perret,3,2,"46,5",1292
10922,92300,Levallois-Perret,2,1,"53,8",1810
10923,92300,Levallois-Perret,1,,30,1000
10924,92300,Levallois-Perret,2,1,45,1024
10925,92300,Levallois-Perret,1,,19,704
10926,92300,Levallois-Perret,1,,"30,97",1005
10927,92300,Levallois-Perret,4,2,"84,72",2390
10928,92300,Levallois-Perret,2,,41,1290
10929,92300,Levallois-Perret,1,,15,600
10930,92300,Levallois-Perret,1,,"31,6",895
10931,92300,Levallois-Perret,3,1,56,1868
10932,92300,Levallois-Perret,1,,"15,47",632
10933,92300,Levallois-Perret,2,1,31,950
10934,92300,Levallois-Perret,3,2,"63,25",1985
10935,92300,Levallois-Perret,1,,26,930
10936,92300,Levallois-Perret,2,1,"33,03",1115
10937,92300,Levallois-Perret,3,2,"76,49",2295
10938,92300,Levallois-Perret,2,1,27,899
10939,92300,Levallois-Perret,3,2,"67,91",2290
10940,92300,Levallois-Perret,1,,20,795
10941,92300,Levallois-Perret,3,2,70,2200
10942,92300,Levallois-Perret,2,1,"36,66",1200
10943,92300,Levallois-Perret,1,,"22,27",950
10944,92300,Levallois-Perret,1,,12,650
10945,92300,Levallois-Perret,4,2,87,2950
10946,92300,Levallois-Perret,2,1,"30,48",1200
10947,92300,Levallois-Perret,4,2,93,2330
10948,92300,Levallois-Perret,3,2,"66,32",2100
10949,92300,Levallois-Perret,1,,21,700
10950,92300,Levallois-Perret,1,,20,730
10951,92300,Levallois-Perret,1,,"25,23",999
10952,92300,Levallois-Perret,2,1,"37,76",1390
10953,92300,Levallois-Perret,2,1,"43,57",1500
10954,92300,Levallois-Perret,2,1,"52,79",1296
10955,92300,Levallois-Perret,2,1,52,1598
10956,92300,Levallois-Perret,1,,"11,29",690
10957,92300,Levallois-Perret,4,3,"87,2",2265
10958,92300,Levallois-Perret,3,2,58,1580
10959,92300,Levallois-Perret,2,1,"38,8",1450
10960,92300,Levallois-Perret,5,3,150,5200
10961,92300,Levallois-Perret,2,1,"42,37",1400
10962,92300,Levallois-Perret,2,1,30,1050
10963,92300,Levallois-Perret,1,,27,1060
10964,92300,Levallois-Perret,2,1,29,1100
10965,92300,Levallois-Perret,2,1,44,1590
10966,92300,Levallois-Perret,2,1,55,1473
10967,92300,Levallois-Perret,2,1,39,1350
10968,92300,Levallois-Perret,1,,25,1100
10969,92300,Levallois-Perret,1,,23,865
10970,92300,Levallois-Perret,1,,9,495
10971,92300,Levallois-Perret,3,2,67,1720
10972,92300,Levallois-Perret,1,,"15,47",640
10973,92300,Levallois-Perret,2,1,"32,5",1085
10974,92300,Levallois-Perret,2,1,"33,2",1150
10975,92300,Levallois-Perret,1,,20,800
10976,92300,Levallois-Perret,2,1,40,1360
10977,92300,Levallois-Perret,2,1,"48,05",1446
10978,92300,Levallois-Perret,2,1,28,1100
10979,92300,Levallois-Perret,2,1,43,1250
10980,92300,Levallois-Perret,3,2,"46,35",1411
10981,92300,Levallois-Perret,1,,35,1078
10982,92300,Levallois-Perret,2,1,36,1120
10983,92300,Levallois-Perret,2,1,27,870
10984,92300,Levallois-Perret,1,,41,1250
10985,92300,Levallois-Perret,1,,17,710
10986,92300,Levallois-Perret,2,1,44,1500
10987,92300,Levallois-Perret,2,1,36,1120
10988,92300,Levallois-Perret,1,,32,890
10989,92300,Levallois-Perret,1,,24,830
10990,92300,Levallois-Perret,3,2,68,2690
10991,92300,Levallois-Perret,1,,12,565
