Code Postal,Ville,Pièces,Chambres,Superficie,Prix de vente
94500,Champigny-sur-Marne,2,1,44,264000
94500,Champigny-sur-Marne,3,2,61,320000
94500,Champigny-sur-Marne,2,1,"41,3",258000
94500,Champigny-sur-Marne,2,1,"52,58",233000
94500,Champigny-sur-Marne,3,2,"56,52",252000
94500,Champigny-sur-Marne,4,3,76,375000
94500,Champigny-sur-Marne,1,,25,179000
94500,Champigny-sur-Marne,3,2,60,194000
94500,Champigny-sur-Marne,1,,33,189000
94500,Champigny-sur-Marne,1,,"25,4",179000
94500,Champigny-sur-Marne,1,,25,140000
94500,Champigny-sur-Marne,2,1,45,222600
94500,Champigny-sur-Marne,4,3,79,310000
94500,Champigny-sur-Marne,5,4,91,465000
94500,Champigny-sur-Marne,3,2,"64,46",326000
94500,Champigny-sur-Marne,3,2,60,349000
94500,Champigny-sur-Marne,5,4,"88,5",475000
94500,Champigny-sur-Marne,6,5,111,480000
94500,Champigny-sur-Marne,1,,36,199000
94500,Champigny-sur-Marne,4,3,77,305000
94500,Champigny-sur-Marne,3,2,63,285000
94500,Champigny-sur-Marne,3,2,"57,42",250000
94500,Champigny-sur-Marne,1,,25,177000
94500,Champigny-sur-Marne,4,3,"81,44",450000
94500,Champigny-sur-Marne,4,,83,287000
94500,Champigny-sur-Marne,4,,87,298000
94500,Champigny-sur-Marne,4,,90,297000
94500,Champigny-sur-Marne,2,,39,228000
94500,Champigny-sur-Marne,5,,"88,5",436000
94500,Champigny-sur-Marne,4,3,85,429000
94500,Champigny-sur-Marne,3,2,"61,66",264250
94500,Champigny-sur-Marne,4,3,77,299500
94500,Champigny-sur-Marne,5,,91,292000
94500,Champigny-sur-Marne,4,,80,278000
94500,Champigny-sur-Marne,3,,65,226000
94500,Champigny-sur-Marne,2,1,"35,64",177000
94500,Champigny-sur-Marne,1,,25,179000
94500,Champigny-sur-Marne,2,1,44,259000
94500,Champigny-sur-Marne,2,1,53,300000
94500,Champigny-sur-Marne,3,,58,263000
94500,Champigny-sur-Marne,4,,80,382000
94500,Champigny-sur-Marne,3,,57,255000
94500,Champigny-sur-Marne,3,2,70,193000
94500,Champigny-sur-Marne,3,2,60,261000
94500,Champigny-sur-Marne,2,1,44,255000
94500,Champigny-sur-Marne,4,,78,272000
94500,Champigny-sur-Marne,4,,83,285000
94500,Champigny-sur-Marne,1,,25,177000
94500,Champigny-sur-Marne,4,,"83,5",418000
94500,Champigny-sur-Marne,3,2,63,283000
94500,Champigny-sur-Marne,4,3,88,449000
94500,Champigny-sur-Marne,4,3,84,397000
94500,Champigny-sur-Marne,4,3,"81,44",387000
94500,Champigny-sur-Marne,3,2,57,299000
94500,Champigny-sur-Marne,4,3,84,390000
94500,Champigny-sur-Marne,3,,"58,9",272000
94500,Champigny-sur-Marne,3,,"57,8",255000
94500,Champigny-sur-Marne,2,,39,135000
94500,Champigny-sur-Marne,3,,59,215000
94500,Champigny-sur-Marne,4,,77,241000
94500,Champigny-sur-Marne,4,,"78,9",324000
94500,Champigny-sur-Marne,4,3,80,374000
94500,Champigny-sur-Marne,4,,76,247000
94500,Champigny-sur-Marne,4,,78,241000
94500,Champigny-sur-Marne,4,,76,261000
94500,Champigny-sur-Marne,4,,78,255000
94500,Champigny-sur-Marne,2,,43,148000
94500,Champigny-sur-Marne,4,,76,238000
94500,Champigny-sur-Marne,4,,76,249000
94500,Champigny-sur-Marne,4,,76,244000
94500,Champigny-sur-Marne,4,,75,227000
94500,Champigny-sur-Marne,4,,76,255000
94500,Champigny-sur-Marne,2,1,"37,3",172000
94500,Champigny-sur-Marne,1,,26,179000
94500,Champigny-sur-Marne,4,3,90,412000
94500,Champigny-sur-Marne,3,2,71,353000
94500,Champigny-sur-Marne,6,3,"152,59",649900
94500,Champigny-sur-Marne,4,2,73,345000
94500,Champigny-sur-Marne,2,1,"60,02",180000
94500,Champigny-sur-Marne,3,2,67,364000
94500,Champigny-sur-Marne,4,2,74,380000
94500,Champigny-sur-Marne,4,3,64,265000
94500,Champigny-sur-Marne,4,3,71,252000
94500,Champigny-sur-Marne,4,3,"84,43",399000
94500,Champigny-sur-Marne,4,3,79,324000
94500,Champigny-sur-Marne,3,2,64,326000
94500,Champigny-sur-Marne,4,3,"80,56",384000
94500,Champigny-sur-Marne,5,4,90,450000
94500,Champigny-sur-Marne,3,2,"73,61",319000
94500,Champigny-sur-Marne,4,2,"67,15",185000
94500,Champigny-sur-Marne,4,3,"65,85",240000
94500,Champigny-sur-Marne,4,3,74,356018
94500,Champigny-sur-Marne,5,4,103,390000
94500,Champigny-sur-Marne,4,3,76,364000
94500,Champigny-sur-Marne,4,2,76,275000
94500,Champigny-sur-Marne,3,2,"57,03",180000
94500,Champigny-sur-Marne,2,1,41,123700
94500,Champigny-sur-Marne,4,3,82,350000
94500,Champigny-sur-Marne,4,3,80,287000
94500,Champigny-sur-Marne,3,2,65,310000
94500,Champigny-sur-Marne,2,1,38,190000
94500,Champigny-sur-Marne,4,2,74,349000
94500,Champigny-sur-Marne,4,3,"81,34",371943
94500,Champigny-sur-Marne,4,2,70,260000
94500,Champigny-sur-Marne,3,2,78,380000
94500,Champigny-sur-Marne,5,4,89,414635
94500,Champigny-sur-Marne,6,4,106,430000
94500,Champigny-sur-Marne,4,3,"86,23",279000
94500,Champigny-sur-Marne,3,2,"62,3",266475
94500,Champigny-sur-Marne,3,2,60,269000
94500,Champigny-sur-Marne,2,1,"37,51",214000
94500,Champigny-sur-Marne,5,4,101,390000
94500,Champigny-sur-Marne,3,2,"65,57",359000
94500,Champigny-sur-Marne,3,2,"66,81",346000
94500,Champigny-sur-Marne,3,2,60,218000
94500,Champigny-sur-Marne,2,1,"36,24",198000
94500,Champigny-sur-Marne,4,3,"75,64",409000
94500,Champigny-sur-Marne,5,3,"99,99",520000
94500,Champigny-sur-Marne,4,3,62,83000
94500,Champigny-sur-Marne,3,2,60,217000
94500,Champigny-sur-Marne,5,3,96,368000
94500,Champigny-sur-Marne,3,2,"66,85",364000
94500,Champigny-sur-Marne,4,3,"87,45",471000
94500,Champigny-sur-Marne,2,1,"40,65",255000
94500,Champigny-sur-Marne,2,1,"40,61",244000
94500,Champigny-sur-Marne,2,1,"41,3",258000
94500,Champigny-sur-Marne,3,2,"59,94",374000
94500,Champigny-sur-Marne,4,3,"79,59",437000
94500,Champigny-sur-Marne,4,3,85,152000
94500,Champigny-sur-Marne,3,2,54,199000
94500,Champigny-sur-Marne,2,1,55,226000
94500,Champigny-sur-Marne,1,,26,164300
94500,Champigny-sur-Marne,3,2,58,205000
94500,Champigny-sur-Marne,3,2,64,287000
94500,Champigny-sur-Marne,3,2,54,221000
94500,Champigny-sur-Marne,3,2,55,293459
94500,Champigny-sur-Marne,4,3,81,371943
94500,Champigny-sur-Marne,4,3,62,220000
94500,Champigny-sur-Marne,4,3,84,156000
94500,Champigny-sur-Marne,3,2,56,246000
94500,Champigny-sur-Marne,5,4,81,180000
94500,Champigny-sur-Marne,2,1,"40,16",254400
94500,Champigny-sur-Marne,4,3,68,233000
94500,Champigny-sur-Marne,4,3,77,321000
94500,Champigny-sur-Marne,2,1,40,220000
94500,Champigny-sur-Marne,3,2,"62,43",330000
94500,Champigny-sur-Marne,2,1,41,244000
94500,Champigny-sur-Marne,3,2,"62,24",312000
94500,Champigny-sur-Marne,3,2,65,266000
94500,Champigny-sur-Marne,3,2,"63,21",157000
94500,Champigny-sur-Marne,4,2,77,399000
94500,Champigny-sur-Marne,2,1,43,225000
94500,Champigny-sur-Marne,3,2,60,245000
94500,Champigny-sur-Marne,1,,28,165900
94500,Champigny-sur-Marne,4,3,"84,52",423000
94500,Champigny-sur-Marne,4,3,82,304000
94500,Champigny-sur-Marne,2,2,45,247962
94500,Champigny-sur-Marne,2,1,"53,41",297000
94500,Champigny-sur-Marne,3,2,58,200000
94500,Champigny-sur-Marne,3,2,58,200000
94500,Champigny-sur-Marne,4,,81,279000
94500,Champigny-sur-Marne,4,,"74,94",262400
94500,Champigny-sur-Marne,4,,"81,5",289800
94500,Champigny-sur-Marne,4,,74,246000
94500,Champigny-sur-Marne,4,,"77,34",285200
94500,Champigny-sur-Marne,3,2,63,157000
94500,Champigny-sur-Marne,4,3,75,290500
94500,Champigny-sur-Marne,3,2,60,249000
94500,Champigny-sur-Marne,3,2,59,248000
94510,La Queue-en-Brie,3,2,53,198900
94510,La Queue-en-Brie,2,1,42,145300
94510,La Queue-en-Brie,4,,77,327000
94510,La Queue-en-Brie,3,,65,286000
94510,La Queue-en-Brie,2,,45,208000
94510,La Queue-en-Brie,1,,28,142000
94510,La Queue-en-Brie,4,3,85,278000
94510,La Queue-en-Brie,2,1,46,217000
94510,La Queue-en-Brie,3,2,63,222000
94510,La Queue-en-Brie,2,1,54,196000
94510,La Queue-en-Brie,3,2,"65,75",286000
94510,La Queue-en-Brie,5,3,85,365000
94510,La Queue-en-Brie,2,1,"35,16",129000
94510,La Queue-en-Brie,3,2,68,299000
94510,La Queue-en-Brie,4,3,72,282000
94510,La Queue-en-Brie,2,1,"44,5",209000
94510,La Queue-en-Brie,3,,68,302000
94510,La Queue-en-Brie,2,,48,227000
94510,La Queue-en-Brie,2,,46,217000
94510,La Queue-en-Brie,4,,89,374000
94510,La Queue-en-Brie,4,,80,339000
94510,La Queue-en-Brie,3,,68,299000
94510,La Queue-en-Brie,2,,48,223000
94510,La Queue-en-Brie,3,,65,287000
94510,La Queue-en-Brie,2,1,"45,11",208000
94510,La Queue-en-Brie,4,2,78,290000
94510,La Queue-en-Brie,3,,65,297000
94510,La Queue-en-Brie,3,,64,293000
94510,La Queue-en-Brie,3,,68,306000
94510,La Queue-en-Brie,2,,47,226000
94510,La Queue-en-Brie,2,1,46,213000
94510,La Queue-en-Brie,3,2,65,287000
94510,La Queue-en-Brie,3,2,68,306000
94510,La Queue-en-Brie,3,2,64,293000
94510,La Queue-en-Brie,2,1,47,226000
94510,La Queue-en-Brie,4,3,77,327000
94510,La Queue-en-Brie,2,1,46,217000
94510,La Queue-en-Brie,3,2,68,302000
94510,La Queue-en-Brie,4,3,80,339000
94510,La Queue-en-Brie,4,3,89,374000
94510,La Queue-en-Brie,3,2,68,299000
94510,La Queue-en-Brie,3,2,66,286000
94510,La Queue-en-Brie,2,1,44,209000
94510,La Queue-en-Brie,2,1,48,227000
94510,La Queue-en-Brie,4,3,73,305000
94510,La Queue-en-Brie,3,2,65,297000
94510,La Queue-en-Brie,2,1,43,189500
94510,La Queue-en-Brie,2,1,"53,87",196000
94510,La Queue-en-Brie,2,1,"48,63",227000
94510,La Queue-en-Brie,3,2,68,302000
94510,La Queue-en-Brie,4,3,77,327000
94510,La Queue-en-Brie,4,,89,365000
94510,La Queue-en-Brie,2,,45,204000
94510,La Queue-en-Brie,3,,65,280000
94520,Mandres-les-Roses; Périgny,2,1,52,174500
94520,Mandres-les-Roses; Périgny,1,,"24,61",115800
94520,Mandres-les-Roses; Périgny,3,2,"57,52",216382
94520,Mandres-les-Roses; Périgny,2,1,52,174500
94520,Mandres-les-Roses; Périgny,1,,20,97000
94520,Mandres-les-Roses; Périgny,3,2,74,225000
94520,Mandres-les-Roses; Périgny,2,1,45,139500
94520,Mandres-les-Roses; Périgny,3,2,45,185000
94520,Mandres-les-Roses; Périgny,2,1,41,188000
94520,Mandres-les-Roses; Périgny,2,1,"45,6",192000
94520,Mandres-les-Roses; Périgny,3,2,72,210000
94520,Mandres-les-Roses; Périgny,3,2,42,168000
94520,Mandres-les-Roses; Périgny,2,1,42,206900
94520,Mandres-les-Roses; Périgny,1,,"18,65",82500
94520,Mandres-les-Roses; Périgny,2,1,40,207400
94520,Mandres-les-Roses; Périgny,3,2,66,271900
94520,Mandres-les-Roses; Périgny,3,,"62,6",230000
94520,Mandres-les-Roses; Périgny,3,,"64,42",227000
94520,Mandres-les-Roses; Périgny,3,,"61,81",218000
94520,Mandres-les-Roses; Périgny,3,,"61,16",220000
94520,Mandres-les-Roses; Périgny,3,,"64,02",223000
94520,Mandres-les-Roses; Périgny,2,,"47,07",170500
94520,Mandres-les-Roses; Périgny,3,,"61,75",222000
94520,Mandres-les-Roses; Périgny,3,,"62,45",220000
94520,Mandres-les-Roses; Périgny,2,,"48,69",175000
94520,Mandres-les-Roses; Périgny,2,1,43,129000
94550,Chevilly-Larue,4,2,"89,6",340000
94550,Chevilly-Larue,1,,34,170000
94550,Chevilly-Larue,4,3,"87,01",265000
94550,Chevilly-Larue,3,2,72,216000
94550,Chevilly-Larue,4,2,64,220000
94550,Chevilly-Larue,4,3,"70,65",330000
94550,Chevilly-Larue,4,3,90,500000
94550,Chevilly-Larue,3,2,"60,5",354000
94550,Chevilly-Larue,2,1,38,248000
94550,Chevilly-Larue,4,3,80,257000
94550,Chevilly-Larue,4,3,86,260000
94550,Chevilly-Larue,4,3,85,210000
94550,Chevilly-Larue,4,3,"86,37",260000
94550,Chevilly-Larue,3,2,69,230000
94550,Chevilly-Larue,1,,"25,1",155000
94550,Chevilly-Larue,4,,"78,7",446000
94550,Chevilly-Larue,3,,"54,3",326000
94550,Chevilly-Larue,4,3,85,263000
94550,Chevilly-Larue,4,3,"85,59",234000
94550,Chevilly-Larue,4,3,"84,95",232000
94550,Chevilly-Larue,3,2,55,212000
94550,Chevilly-Larue,4,2,78,298000
94550,Chevilly-Larue,3,2,"68,2",230000
94550,Chevilly-Larue,2,1,"55,15",212000
94550,Chevilly-Larue,4,3,84,232000
94550,Chevilly-Larue,3,2,"56,76",344000
94550,Chevilly-Larue,5,4,99,245000
94550,Chevilly-Larue,4,3,"84,84",484000
94550,Chevilly-Larue,3,1,"64,7",245000
94550,Chevilly-Larue,4,3,76,255000
94550,Chevilly-Larue,3,2,"63,73",245000
94550,Chevilly-Larue,2,1,"37,23",251000
94550,Chevilly-Larue,2,1,"55,17",212000
94550,Chevilly-Larue,3,2,57,223000
94550,Chevilly-Larue,5,4,"111,95",599000
94550,Chevilly-Larue,2,1,55,220000
94550,Chevilly-Larue,4,3,"82,6",429000
94550,Chevilly-Larue,1,,"30,4",212000
94550,Chevilly-Larue,3,2,70,220000
94550,Chevilly-Larue,4,,"74,09",360000
94550,Chevilly-Larue,4,3,73,409900
94550,Chevilly-Larue,4,,"83,4",385000
94550,Chevilly-Larue,4,,"82,6",424000
94550,Chevilly-Larue,4,,"82,6",429000
94550,Chevilly-Larue,3,2,"57,9",342900
94550,Chevilly-Larue,3,2,"68,6",200000
94550,Chevilly-Larue,5,4,112,577000
94550,Chevilly-Larue,4,3,90,498000
94550,Chevilly-Larue,2,1,"38,5",248000
94550,Chevilly-Larue,3,2,61,355000
94550,Chevilly-Larue,3,2,75,437000
94550,Chevilly-Larue,2,1,"38,25",239900
94550,Chevilly-Larue,3,,"65,59",389000
94550,Chevilly-Larue,3,,"60,23",367000
94550,Chevilly-Larue,2,,"42,39",283000
94550,Chevilly-Larue,2,,"38,4",263000
94550,Chevilly-Larue,3,,"56,47",344000
94550,Chevilly-Larue,3,,"60,79",365000
94550,Chevilly-Larue,2,,"42,14",284000
94550,Chevilly-Larue,3,,"66,86",402000
94550,Chevilly-Larue,3,2,62,258000
94550,Chevilly-Larue,3,,"62,63",374000
94550,Chevilly-Larue,3,,"58,76",356000
94550,Chevilly-Larue,2,,"37,23",251000
94550,Chevilly-Larue,2,,"38,4",266000
94550,Chevilly-Larue,3,,"60,89",367000
94550,Chevilly-Larue,5,,"111,65",599000
94550,Chevilly-Larue,2,,"42,14",281000
94550,Chevilly-Larue,1,,"38,64",160000
94550,Chevilly-Larue,4,3,78,420000
94550,Chevilly-Larue,1,,"23,5",149000
94550,Chevilly-Larue,4,,"90,18",520000
94550,Chevilly-Larue,3,,"65,68",387000
94550,Chevilly-Larue,3,,"62,63",373000
94550,Chevilly-Larue,3,,"75,43",452000
94550,Chevilly-Larue,4,,"84,84",484000
94550,Chevilly-Larue,2,1,"39,5",237000
94550,Chevilly-Larue,3,2,60,314000
94550,Chevilly-Larue,3,2,60,352000
94550,Chevilly-Larue,1,,"25,1",155000
94550,Chevilly-Larue,1,,22,155900
94550,Chevilly-Larue,3,2,61,298000
94550,Chevilly-Larue,1,,30,212000
94550,Chevilly-Larue,4,3,"78,32",439900
94550,Chevilly-Larue,3,2,59,227900
94550,Chevilly-Larue,2,1,52,180000
94550,Chevilly-Larue,4,2,"85,59",235000
94550,Chevilly-Larue,3,2,60,244000
94550,Chevilly-Larue,4,3,83,225000
94550,Chevilly-Larue,3,1,"53,6",220000
94550,Chevilly-Larue,4,3,85,229000
94550,Chevilly-Larue,3,2,65,220000
94550,Chevilly-Larue,2,1,"33,18",194900
94550,Chevilly-Larue,2,1,"38,25",239900
94550,Chevilly-Larue,3,2,"44,93",269900
94550,Chevilly-Larue,2,1,"33,18",189900
94550,Chevilly-Larue,4,2,76,247000
94550,Chevilly-Larue,3,2,62,337000
94550,Chevilly-Larue,4,3,83,424000
94550,Chevilly-Larue,4,3,"73,07",409900
94550,Chevilly-Larue,1,,"28,76",179900
94550,Chevilly-Larue,4,3,83,385000
94550,Chevilly-Larue,1,,"21,77",155900
94550,Chevilly-Larue,4,3,"77,76",434900
94550,Chevilly-Larue,4,3,"78,32",432900
94550,Chevilly-Larue,1,,"28,9",180000
94550,Chevilly-Larue,3,,"57,2",326000
94550,Chevilly-Larue,2,,"44,7",258000
94550,Chevilly-Larue,1,,"23,4",159600
94550,Chevilly-Larue,3,,"60,4",349000
94550,Chevilly-Larue,3,,"59,2",328000
94550,Chevilly-Larue,3,,60,348000
94550,Chevilly-Larue,5,4,95,423000
94550,Chevilly-Larue,3,,"57,2",330000
94550,Chevilly-Larue,3,,"57,2",334000
94550,Chevilly-Larue,3,2,"62,45",325000
94600,Choisy-le-Roi,4,2,"66,13",189500
94600,Choisy-le-Roi,4,3,"81,54",314995
94600,Choisy-le-Roi,5,3,"74,5",215000
94600,Choisy-le-Roi,5,4,"107,2",460000
94600,Choisy-le-Roi,4,2,"86,71",369900
94600,Choisy-le-Roi,4,3,"79,6",296900
94600,Choisy-le-Roi,4,,"73,21",250700
94600,Choisy-le-Roi,3,,"56,83",221200
94600,Choisy-le-Roi,3,2,"58,92",239000
94600,Choisy-le-Roi,4,3,86,287000
94600,Choisy-le-Roi,4,3,"76,7",315000
94600,Choisy-le-Roi,1,,22,118000
94600,Choisy-le-Roi,3,,,239000
94600,Choisy-le-Roi,5,3,93,330000
94600,Choisy-le-Roi,3,2,"57,15",232000
94600,Choisy-le-Roi,3,2,"57,15",254400
94600,Choisy-le-Roi,4,3,"86,75",330000
94600,Choisy-le-Roi,3,2,74,217900
94600,Choisy-le-Roi,4,2,64,190000
94600,Choisy-le-Roi,5,3,95,279700
94600,Choisy-le-Roi,3,2,"55,57",189000
94600,Choisy-le-Roi,4,3,97,260000
94600,Choisy-le-Roi,3,2,"66,33",172000
94600,Choisy-le-Roi,4,2,65,190000
94600,Choisy-le-Roi,2,1,49,208000
94600,Choisy-le-Roi,3,2,65,285000
94600,Choisy-le-Roi,2,1,48,221000
94600,Choisy-le-Roi,4,3,82,250000
94600,Choisy-le-Roi,3,2,"66,7",198000
94600,Choisy-le-Roi,4,3,"77,83",297000
94600,Choisy-le-Roi,3,2,60,159000
94600,Choisy-le-Roi,4,2,63,197000
94600,Choisy-le-Roi,3,2,"53,54",176000
94600,Choisy-le-Roi,4,3,95,309000
94600,Choisy-le-Roi,5,3,84,235000
94600,Choisy-le-Roi,2,1,47,179000
94600,Choisy-le-Roi,4,3,78,317000
94600,Choisy-le-Roi,4,3,75,268000
94600,Choisy-le-Roi,5,3,106,378000
94600,Choisy-le-Roi,3,2,61,254000
94600,Choisy-le-Roi,2,2,"47,58",222000
94600,Choisy-le-Roi,5,4,104,330000
94600,Choisy-le-Roi,4,3,78,228000
94600,Choisy-le-Roi,4,2,108,446000
94600,Choisy-le-Roi,5,4,88,353000
94600,Choisy-le-Roi,4,3,77,309000
94600,Choisy-le-Roi,4,3,92,295000
94600,Choisy-le-Roi,1,,23,115000
94600,Choisy-le-Roi,4,3,78,325000
94600,Choisy-le-Roi,3,2,72,225000
94600,Choisy-le-Roi,1,,23,115000
94600,Choisy-le-Roi,4,3,78,325000
94600,Choisy-le-Roi,3,2,64,250000
94600,Choisy-le-Roi,4,3,125,559000
94600,Choisy-le-Roi,4,3,"82,8",369900
94600,Choisy-le-Roi,3,2,63,243800
94600,Choisy-le-Roi,4,3,66,249000
94600,Choisy-le-Roi,4,3,96,230000
94600,Choisy-le-Roi,4,3,78,317000
94600,Choisy-le-Roi,4,2,"98,75",525000
94600,Choisy-le-Roi,5,3,108,460000
94600,Choisy-le-Roi,3,2,68,267000
94600,Choisy-le-Roi,3,2,56,249000
94600,Choisy-le-Roi,1,,21,113500
94600,Choisy-le-Roi,2,1,45,170000
94600,Choisy-le-Roi,4,3,88,264000
94600,Choisy-le-Roi,3,2,63,190000
94600,Choisy-le-Roi,4,3,74,239500
94600,Choisy-le-Roi,2,1,35,145000
94600,Choisy-le-Roi,2,1,22,125000
94600,Choisy-le-Roi,4,2,84,229900
94600,Choisy-le-Roi,5,4,75,240000
94600,Choisy-le-Roi,5,4,122,328000
94600,Choisy-le-Roi,1,,16,95000
94600,Choisy-le-Roi,4,3,83,249000
94600,Choisy-le-Roi,3,2,61,244000
94600,Choisy-le-Roi,3,2,46,179000
94600,Choisy-le-Roi,3,2,"64,2",200000
94600,Choisy-le-Roi,3,2,55,210000
94600,Choisy-le-Roi,2,1,"42,98",159900
94600,Choisy-le-Roi,2,1,"42,5",191700
94600,Choisy-le-Roi,5,3,"100,8",243000
94600,Choisy-le-Roi,4,3,"73,2",298000
94600,Choisy-le-Roi,4,3,65,189000
94600,Choisy-le-Roi,3,2,62,222000
94600,Choisy-le-Roi,3,2,"60,51",299000
94600,Choisy-le-Roi,2,1,42,172800
94600,Choisy-le-Roi,3,2,70,215000
94600,Choisy-le-Roi,3,2,66,285000
94600,Choisy-le-Roi,3,2,"64,33",255000
94600,Choisy-le-Roi,3,2,"68,3",259000
94600,Choisy-le-Roi,3,2,"68,3",268000
94600,Choisy-le-Roi,3,3,"64,32",245000
94600,Choisy-le-Roi,2,1,38,173956
94600,Choisy-le-Roi,3,2,"67,65",295000
94600,Choisy-le-Roi,2,1,36,137150
94600,Choisy-le-Roi,1,,"12,07",84000
94600,Choisy-le-Roi,3,2,55,202500
94600,Choisy-le-Roi,2,1,"28,09",154500
94600,Choisy-le-Roi,3,2,"51,19",180000
94600,Choisy-le-Roi,3,2,70,280000
94600,Choisy-le-Roi,1,,21,110000
94600,Choisy-le-Roi,3,2,"60,02",289000
94600,Choisy-le-Roi,3,2,"60,02",289000
94600,Choisy-le-Roi,3,2,"67,12",271768
94600,Choisy-le-Roi,4,3,82,321562
94600,Choisy-le-Roi,2,1,"43,76",203857
94600,Choisy-le-Roi,3,,"58,21",226200
94600,Choisy-le-Roi,3,,"64,1",223600
94600,Choisy-le-Roi,4,,"74,83",256200
94600,Choisy-le-Roi,4,,"74,83",263500
94600,Choisy-le-Roi,3,2,59,236496
94600,Choisy-le-Roi,3,,"63,64",221500
94600,Choisy-le-Roi,2,,"41,87",171900
94600,Choisy-le-Roi,2,,"41,87",174400
94600,Choisy-le-Roi,4,,"74,83",259900
94600,Choisy-le-Roi,4,,"73,21",254300
94600,Choisy-le-Roi,2,,43,168400
94600,Choisy-le-Roi,3,,"58,21",223000
94600,Choisy-le-Roi,5,4,95,358700
94600,Choisy-le-Roi,1,,26,118688
94600,Choisy-le-Roi,4,3,71,279575
94600,Choisy-le-Roi,3,2,"60,13",299000
94600,Choisy-le-Roi,4,3,"107,84",375000
94600,Choisy-le-Roi,3,2,"60,8",289000
94600,Choisy-le-Roi,2,1,"45,8",192250
94600,Choisy-le-Roi,4,2,"70,84",305000
94600,Choisy-le-Roi,3,2,"60,52",212000
94600,Choisy-le-Roi,4,2,"77,88",207000
94600,Choisy-le-Roi,3,2,"62,46",269000
94600,Choisy-le-Roi,3,2,"55,45",229000
94600,Choisy-le-Roi,3,2,48,178760
94600,Choisy-le-Roi,6,4,122,328000
94600,Choisy-le-Roi,5,3,"74,4",208500
94600,Choisy-le-Roi,3,2,58,235000
94600,Choisy-le-Roi,4,2,66,248800
94600,Choisy-le-Roi,1,,"23,52",130000
94600,Choisy-le-Roi,2,1,30,149000
94600,Choisy-le-Roi,3,2,"48,73",215000
94600,Choisy-le-Roi,2,1,28,143100
94600,Choisy-le-Roi,1,,22,127000
94600,Choisy-le-Roi,4,2,"77,5",207000
94600,Choisy-le-Roi,4,2,"83,54",350000
94600,Choisy-le-Roi,3,2,"53,83",213000
94600,Choisy-le-Roi,4,3,"76,2",175350
94600,Choisy-le-Roi,4,2,62,219450
94600,Choisy-le-Roi,2,1,"38,86",188000
94600,Choisy-le-Roi,3,2,68,249000
94600,Choisy-le-Roi,3,2,46,175000
94600,Choisy-le-Roi,4,2,"75,93",188000
94600,Choisy-le-Roi,4,2,63,200000
94600,Choisy-le-Roi,3,2,61,199500
94600,Choisy-le-Roi,4,2,98,525000
94600,Choisy-le-Roi,4,2,64,195000
94600,Choisy-le-Roi,3,2,46,178500
94600,Choisy-le-Roi,3,2,55,215000
94600,Choisy-le-Roi,4,3,"76,2",179000
94600,Choisy-le-Roi,6,3,127,375000
94600,Choisy-le-Roi,4,3,78,236500
94600,Choisy-le-Roi,3,2,72,249000
94600,Choisy-le-Roi,4,3,"73,2",292600
94600,Choisy-le-Roi,6,4,"121,32",315000
94600,Choisy-le-Roi,4,2,"75,67",290000
94600,Choisy-le-Roi,4,2,64,220000
94600,Choisy-le-Roi,3,2,"64,52",196000
94600,Choisy-le-Roi,4,2,"64,7",192500
94600,Choisy-le-Roi,4,2,"63,15",190000
94600,Choisy-le-Roi,3,2,"36,42",219000
94600,Choisy-le-Roi,3,2,61,249000
94600,Choisy-le-Roi,4,3,78,236500
94600,Choisy-le-Roi,4,3,"63,74",200000
94600,Choisy-le-Roi,5,3,127,368000
94600,Choisy-le-Roi,3,1,54,168000
94600,Choisy-le-Roi,8,5,200,450000
94600,Choisy-le-Roi,5,4,125,315000
94600,Choisy-le-Roi,5,2,98,445000
94600,Choisy-le-Roi,3,2,64,250000
94600,Choisy-le-Roi,3,2,67,274000
94600,Choisy-le-Roi,5,3,82,279000
94600,Choisy-le-Roi,2,1,30,149000
94700,Maisons-Alfort,3,2,61,443000
94700,Maisons-Alfort,3,2,"57,57",349000
94700,Maisons-Alfort,2,1,41,225000
94700,Maisons-Alfort,2,1,"66,13",472000
94700,Maisons-Alfort,2,1,46,273500
94700,Maisons-Alfort,4,2,61,294000
94700,Maisons-Alfort,4,3,71,354000
94700,Maisons-Alfort,3,1,"50,05",257000
94700,Maisons-Alfort,4,3,"87,08",410000
94700,Maisons-Alfort,3,,"68,55",571000
94700,Maisons-Alfort,4,3,80,369000
94700,Maisons-Alfort,4,3,"190,87",1100000
94700,Maisons-Alfort,2,1,55,299000
94700,Maisons-Alfort,3,2,"36,15",277000
94700,Maisons-Alfort,3,2,61,355000
94700,Maisons-Alfort,2,1,54,265000
94700,Maisons-Alfort,4,3,141,895000
94700,Maisons-Alfort,3,2,"68,38",585000
94700,Maisons-Alfort,2,1,45,265000
94700,Maisons-Alfort,3,2,85,549000
94700,Maisons-Alfort,4,3,95,499000
94700,Maisons-Alfort,6,3,162,985000
94700,Maisons-Alfort,4,3,"115,18",478000
94700,Maisons-Alfort,3,2,58,341000
94700,Maisons-Alfort,3,2,58,341000
94700,Maisons-Alfort,4,3,91,555000
94700,Maisons-Alfort,3,2,55,298533
94700,Maisons-Alfort,2,1,43,291000
94700,Maisons-Alfort,2,1,42,217000
94700,Maisons-Alfort,4,3,95,495000
94700,Maisons-Alfort,4,3,80,445000
94700,Maisons-Alfort,3,2,69,339000
